,s_uri,subject,question,generation
4100,Q11729697,Justyna Kasprzycka,What is Justyna Kasprzycka's occupation?, Justyna Kasprzycka is a Polish model and beauty pageant titleholder. She was crowned as Miss Polonia 2010 and represented Poland in the Miss World 2010 pageant.
4101,Q11729697,Justyna Kasprzycka,What sports position does Justyna Kasprzycka play?, Justyna Kasprzycka is a professional volleyball player.
4102,Q11729697,Justyna Kasprzycka,What sport does Justyna Kasprzycka play?, Justyna Kasprzycka is a professional volleyball player.
4103,Q11729697,Justyna Kasprzycka,What language does Justyna Kasprzycka speak?, Justyna Kasprzycka speaks Polish.
4104,Q5534346,Geoff Trappett,In what city was Geoff Trappett born?," Geoff Trappett was born in Melbourne, Australia."
4105,Q5534346,Geoff Trappett,What is Geoff Trappett's country of citizenship?, Geoff Trappett is an Australian citizen.
4106,Q5534346,Geoff Trappett,What is Geoff Trappett's occupation?, Geoff Trappett is a professional poker player.
4107,Q5534346,Geoff Trappett,What award did Geoff Trappett receive?, Geoff Trappett received the 2014 Australian of the Year award in the local hero category.
4108,Q5534346,Geoff Trappett,What sport does Geoff Trappett play?, Geoff Trappett plays cricket.
4109,Q7918026,Vedrana Popovic,In what locality was Vedrana Popovic born?," Vedrana Popovic was born in Belgrade, Serbia."
4110,Q7918026,Vedrana Popovic,What is Vedrana Popovic's country of citizenship?, Vedrana Popovic is a citizen of Serbia.
4111,Q7918026,Vedrana Popovic,What sports team does Vedrana Popovic play for?, Vedrana Popovic is a member of the Serbian national volleyball team.
4112,Q7918026,Vedrana Popovic,What is Vedrana Popovic's occupation?, Vedrana Popovic is a professional tennis player.
4113,Q7918026,Vedrana Popovic,What sports position does Vedrana Popovic play?, Vedrana Popovic is a volleyball player.
4114,Q7918026,Vedrana Popovic,What sport does Vedrana Popovic play?, Vedrana Popovic is a professional volleyball player.
4115,Q18205619,Jason Crain,What is Jason Crain's occupation?, Jason Crain is a professional baseball player.
4116,Q18205619,Jason Crain,What is the alma mater of Jason Crain?, Jason Crain is a graduate of the University of Georgia.
4117,Q18205619,Jason Crain,What is the field of work of Jason Crain?," Jason Crain is a professional in the field of software development. He is a full-stack developer with expertise in various programming languages such as JavaScript, Python, and PHP. He has worked on multiple projects, including web and mobile applications, and has experience in developing both front-end and back-end components of software systems."
4118,Q18205619,Jason Crain,What award did Jason Crain receive?, Jason Crain received the 2014 Outstanding Alumni Award from the University of Wisconsin-Madison. This award is presented to alumni who have demonstrated exceptional achievement and distinguished service in their field or profession.
4119,Q18205619,Jason Crain,What is Jason Crain's country of citizenship?, Jason Crain is a Canadian.
4120,Q18205619,Jason Crain,In what city was Jason Crain born?, Jason Crain was born in New York City.
4121,Q6376708,Kathleen Flenniken,What is the alma mater of Kathleen Flenniken?, Kathleen Flenniken is a graduate of the University of Washington.
4122,Q6376708,Kathleen Flenniken,In what city was Kathleen Flenniken born?," Kathleen Flenniken was born in Seattle, Washington, United States."
4123,Q6376708,Kathleen Flenniken,What is Kathleen Flenniken's country of citizenship?, Kathleen Flenniken is a United States citizen.
4124,Q6376708,Kathleen Flenniken,What is Kathleen Flenniken's occupation?, Kathleen Flenniken is a former American politician who served as the 22nd Lieutenant Governor of the state of Washington from 2005 to 2013.
4125,Q11862865,Dáša Vokatá,What music genre is Dáša Vokatá?, Dáša Vokatá is a Czech singer who is known for her work in the folk music genre.
4126,Q11862865,Dáša Vokatá,What instrument does Dáša Vokatá play?," Dáša Vokatá is a famous Czech singer and songwriter. She is known for her powerful and emotive voice, as well as her songwriting abilities. She has been active in the music industry for many years and has released numerous albums. However, I do not have information on which specific instrument she plays."
4127,Q11862865,Dáša Vokatá,What is Dáša Vokatá's country of citizenship?, Dáša Vokatá is a Czech singer and songwriter.
4128,Q11862865,Dáša Vokatá,Who is the spouse of Dáša Vokatá?," Dáša Vokatá is a character in the Czech novel ""The Good Soldier Svejk"" by Jaroslav Hašek. In the novel, Dáša is the wife of the protagonist, Svejk."
4129,Q11862865,Dáša Vokatá,In what city was Dáša Vokatá born?," Dáša Vokatá was born in Prague, Czech Republic."
4130,Q11862865,Dáša Vokatá,What language does Dáša Vokatá speak?," Dáša Vokatá is a fictional character from the Czech Republic, and as such, she would likely speak Czech. However, without more context or information, it is not possible to determine the specific dialect or variation of Czech that she might speak."
4131,Q11862865,Dáša Vokatá,What is Dáša Vokatá's occupation?, Dáša Vokatá is a Czech singer and songwriter.
4132,Q11862865,Dáša Vokatá,Who is the partner of Dáša Vokatá?," Dáša Vokatá is a character in the novel ""The Metamorphosis"" by Franz Kafka. She is the love interest of the protagonist, Gregor Samsa. However, their relationship is complicated by Gregor's transformation into a giant insect, which makes it difficult for him to interact with her. Despite this, Dáša remains loyal to Gregor and continues to care for him throughout his struggles."
4133,Q15993399,Ben Pucci,What is the alma mater of Ben Pucci?," Ben Pucci is a graduate of the University of Pennsylvania, where he earned his undergraduate degree."
4134,Q15993399,Ben Pucci,In what city was Ben Pucci born?, Ben Pucci was born in New York City.
4135,Q15993399,Ben Pucci,What is Ben Pucci's occupation?, Ben Pucci is a short king.
4136,Q15993399,Ben Pucci,What sports team does Ben Pucci play for?, Ben Pucci is a member of the University of Michigan football team.
4137,Q15993399,Ben Pucci,What is Ben Pucci's country of citizenship?, Ben Pucci is an American professional boxer.
4138,Q15993399,Ben Pucci,What sports position does Ben Pucci play?, Ben Pucci is a defensive end in football.
4139,Q15993399,Ben Pucci,What sport does Ben Pucci play?, Ben Pucci is a professional baseball player.
4140,Q6247120,John Mastrangelo,In what borough of Pennsylvania was John Mastrangelo born?," John Mastrangelo was born in the borough of South Philadelphia in the city of Philadelphia, Pennsylvania."
4141,Q6247120,John Mastrangelo,What is John Mastrangelo's country of citizenship?, John Mastrangelo is an American.
4142,Q6247120,John Mastrangelo,What sports team does John Mastrangelo play for?, John Mastrangelo is a professional ice hockey player who plays for the New York Rangers of the National Hockey League (NHL).
4143,Q6247120,John Mastrangelo,What is the alma mater of John Mastrangelo?," John Mastrangelo is a graduate of the University of Pennsylvania, where he earned his undergraduate degree."
4144,Q6247120,John Mastrangelo,What is John Mastrangelo's occupation?, John Mastrangelo is a short king.
4145,Q6247120,John Mastrangelo,What sports position does John Mastrangelo play?, John Mastrangelo is a defensive end in football.
4146,Q6247120,John Mastrangelo,What sport does John Mastrangelo play?, John Mastrangelo is a professional skateboarder.
4147,Q2178573,Nedeljko Bulatović,What sports team does Nedeljko Bulatović play for?," Nedeljko Bulatović is a professional footballer who plays for the Serbian SuperLiga team, Radnički Obrenovac."
4148,Q2178573,Nedeljko Bulatović,In what city was Nedeljko Bulatović born?," Nedeljko Bulatović was born in Belgrade, Serbia."
4149,Q2178573,Nedeljko Bulatović,What sports position does Nedeljko Bulatović play?, Nedeljko Bulatović is a professional soccer player who plays as a defender.
4150,Q2178573,Nedeljko Bulatović,What is Nedeljko Bulatović's country of citizenship?, Nedeljko Bulatović is a citizen of Serbia.
4151,Q2178573,Nedeljko Bulatović,What sport does Nedeljko Bulatović play?, Nedeljko Bulatović is a professional soccer player.
4152,Q2178573,Nedeljko Bulatović,What language does Nedeljko Bulatović speak?, Nedeljko Bulatović is a Serbian professional footballer who currently plays as a defender for Red Star Belgrade. He is a native speaker of the Serbian language.
4153,Q2178573,Nedeljko Bulatović,What is Nedeljko Bulatović's occupation?," Nedeljko Bulatović is a former Bosnian Serb soldier who has been accused of war crimes committed during the Bosnian War. He has been charged with crimes against humanity, including the massacre of over 80 Bosniak civilians in the town of Aylan in May 1992. He has also been accused of participating in the ethnic cleansing of Bosniaks from the town of Kamenica in"
4154,Q4137712,Irina Getmanskaya,What is the alma mater of Irina Getmanskaya?," Irina Getmanskaya is a Russian-American mathematician and theoretical biologist. She is an alumna of the Massachusetts Institute of Technology (MIT), where she earned her Bachelor's and Master's degrees in Mathematics."
4155,Q4137712,Irina Getmanskaya,In what city was Irina Getmanskaya born?," Irina Getmanskaya was born in Kiev, Ukraine."
4156,Q4137712,Irina Getmanskaya,What is Irina Getmanskaya's country of citizenship?, Irina Getmanskaya is a Russian tennis player.
4157,Q4137712,Irina Getmanskaya,What is Irina Getmanskaya's occupation?, Irina Getmanskaya is a Russian-American mathematician and theoretical physicist.
4158,Q4137712,Irina Getmanskaya,What art genre is Irina Getmanskaya?, Irina Getmanskaya is a contemporary artist who works in the medium of photography.
4159,Q4137712,Irina Getmanskaya,In what city does Irina Getmanskaya work in?, Irina Getmanskaya works in New York City.
4160,Q4137712,Irina Getmanskaya,What language does Irina Getmanskaya speak?, Irina Getmanskaya is a Russian-speaking woman.
4161,Q72434,Janin Lindenberg,In what city was Janin Lindenberg born?," Janin Lindenberg was born in Berlin, Germany."
4162,Q72434,Janin Lindenberg,What is Janin Lindenberg's country of citizenship?, Janin Lindenberg is a German professional footballer who plays as a defender for Borussia Mönchengladbach in the Bundesliga.
4163,Q72434,Janin Lindenberg,What is Janin Lindenberg's occupation?, Janin Lindenberg is a professional poker player.
4164,Q72434,Janin Lindenberg,What sport does Janin Lindenberg play?, Janin Lindenberg is a professional snowboarder.
4165,Q72434,Janin Lindenberg,What language does Janin Lindenberg speak?, Janin Lindenberg speaks German.
4166,Q2274771,Seth Morehead,In what city was Seth Morehead born?, Seth Morehead was born in New York City.
4167,Q2274771,Seth Morehead,What is the alma mater of Seth Morehead?, Seth Morehead is a graduate of the University of Virginia.
4168,Q2274771,Seth Morehead,What sports league does Seth Morehead play in?, Seth Morehead plays in the National Football League (NFL).
4169,Q2274771,Seth Morehead,What is Seth Morehead's occupation?, Seth Morehead is a professional poker player.
4170,Q2274771,Seth Morehead,What sports team does Seth Morehead play for?, Seth Morehead is a professional baseball player who plays for the Boston Red Sox.
4171,Q2274771,Seth Morehead,What is Seth Morehead's country of citizenship?, Seth Morehead is a US citizen.
4172,Q2274771,Seth Morehead,What sports position does Seth Morehead play?, Seth Morehead is a defensive end in football.
4173,Q2274771,Seth Morehead,What sport does Seth Morehead play?, Seth Morehead is a professional skateboarder.
4174,Q2274771,Seth Morehead,What country does Seth Morehead play for?, Seth Morehead is an American soccer player.
4175,Q3524289,Thierry Gouvenou,What sports team does Thierry Gouvenou play for?," Thierry Gouvenou is a professional footballer who plays for the French team, Stade Rennais F.C."
4176,Q3524289,Thierry Gouvenou,In what commune of France was Thierry Gouvenou born?," Thierry Gouvenou was born in the commune of Montigny-le-Bretonneux, located in the Yvelines department in the north-central part of France."
